observation_id,species_key,species_common,species_type,species_role,observed_date,year,month,day,day_of_year,season,latitude,longitude,place_guess,scientific_name,quality_grade
46826549,lantana_camara,Lantana,plant,resource,2020-05-22,2020,5,22,143,pre_monsoon,13.0960766667,74.8529733333,"Karnataka 574141, India",Lantana camara,research
47617112,lantana_camara,Lantana,plant,resource,2020-05-28,2020,5,28,149,pre_monsoon,14.2825965833,74.4441146667,"Uttara Kannada, IN-KA, IN",Lantana camara,research
50363458,lantana_camara,Lantana,plant,resource,2020-06-21,2020,6,21,173,monsoon,12.8218415,77.6516437,"Bangalore, IN-KA, IN",Lantana camara,research
52004317,lantana_camara,Lantana,plant,resource,2020-07-05,2020,7,5,187,monsoon,16.8865018516,75.7099055128,"Bhutnal Lake, Bijapur, Karnataka, India",Lantana camara,research
52378957,lantana_camara,Lantana,plant,resource,2020-07-08,2020,7,8,190,monsoon,16.8660398262,75.7365918576," Hanchinal Lake Bijapur County, Karnataka, IN",Lantana camara,research
52444683,lantana_camara,Lantana,plant,resource,2020-02-24,2020,2,24,55,winter,12.3972748,75.8740918,"Chiklihole Reservoir, Attur Forest, Karnataka 571234",Lantana camara,research
52638110,lantana_camara,Lantana,plant,resource,2020-07-11,2020,7,11,193,monsoon,13.0653199,77.6149464,Bengaluru,Lantana camara,research
52668258,lantana_camara,Lantana,plant,resource,2020-07-11,2020,7,11,193,monsoon,16.845844464,75.8818249241,Honnutagi Lake,Lantana camara,research
53060909,lantana_camara,Lantana,plant,resource,2020-07-14,2020,7,14,196,monsoon,12.922888,77.5583548,"7 Block, Banagirinagara, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka, India",Lantana camara,research
53323040,lantana_camara,Lantana,plant,resource,2020-07-17,2020,7,17,199,monsoon,16.8754574005,75.6960513164,"Bijapur, Bijapur, KA, IN",Lantana camara,research
53445417,lantana_camara,Lantana,plant,resource,2020-07-18,2020,7,18,200,monsoon,13.9653908892,75.5468375166,Shivamogga,Lantana camara,research
53482964,lantana_camara,Lantana,plant,resource,2020-07-18,2020,7,18,200,monsoon,16.8865018516,75.7099055128,"Bhutnal Lake, Bijapur, Karnataka, India",Lantana camara,research
53582628,lantana_camara,Lantana,plant,resource,2020-07-19,2020,7,19,201,monsoon,16.8660398262,75.7365918576," Hanchinal Lake Bijapur County, Karnataka, IN",Lantana camara,research
53801453,lantana_camara,Lantana,plant,resource,2020-07-21,2020,7,21,203,monsoon,16.8837956758,75.7171852794,"Bijapur, Bijapur, KA, IN",Lantana camara,research
53857932,lantana_camara,Lantana,plant,resource,2020-06-14,2020,6,14,166,monsoon,13.29208833,77.70018833,Bengaluru Rural,Lantana camara,research
54229961,lantana_camara,Lantana,plant,resource,2020-07-25,2020,7,25,207,monsoon,16.8738764897,75.6962736883,"Bijapur, Bijapur, KA, IN",Lantana camara,research
54609322,lantana_camara,Lantana,plant,resource,2020-07-28,2020,7,28,210,monsoon,16.9820048008,76.0653044936,"Indi, Bijapur, KA, IN",Lantana camara,research
54902094,lantana_camara,Lantana,plant,resource,2020-07-31,2020,7,31,213,monsoon,16.7935266858,75.7066467126,"Bijapur, Bijapur, KA, IN",Lantana camara,research
55138372,lantana_camara,Lantana,plant,resource,2020-07-29,2020,7,29,211,monsoon,13.0690212454,77.6126006779,"Jawaharlal Nehru Centre for Advanced Scientific Research, Bengaluru, KA, IN",Lantana camara,research
56192788,lantana_camara,Lantana,plant,resource,2020-08-12,2020,8,12,225,monsoon,16.8627802464,75.6969425493,"Bijapur, Bijapur, KA, IN",Lantana camara,research
56282871,lantana_camara,Lantana,plant,resource,2020-08-13,2020,8,13,226,monsoon,16.8994355528,75.7015140542,"Bijapur, Bijapur, KA, IN",Lantana camara,research
56738986,lantana_camara,Lantana,plant,resource,2020-08-16,2020,8,16,229,monsoon,13.3821927548,77.6481552422,Chikkarayappanahalli,Lantana camara,research
56823667,lantana_camara,Lantana,plant,resource,2020-08-18,2020,8,18,231,monsoon,16.9533711719,75.9884550144,"Sindgi, Bijapur, KA, IN",Lantana camara,research
56902129,lantana_camara,Lantana,plant,resource,2020-08-19,2020,8,19,232,monsoon,16.8926329259,75.6955556945,"Bijapur, IN-KA, IN",Lantana camara,research
56926289,lantana_camara,Lantana,plant,resource,2020-08-19,2020,8,19,232,monsoon,12.2695761549,76.6799309291,Mysuru,Lantana camara,research
57184343,lantana_camara,Lantana,plant,resource,2020-08-22,2020,8,22,235,monsoon,16.8693977455,75.6934983563,"Bijapur, IN-KA, IN",Lantana camara,research
57992240,lantana_camara,Lantana,plant,resource,2020-08-30,2020,8,30,243,monsoon,16.8870669231,75.7045165357,"Bijapur, Bijapur, KA, IN",Lantana camara,research
58007533,lantana_camara,Lantana,plant,resource,2020-08-30,2020,8,30,243,monsoon,13.1095665833,77.6071879722,"Maruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064, India",Lantana camara,research
58224462,lantana_camara,Lantana,plant,resource,2020-08-21,2020,8,21,234,monsoon,13.0704008723,77.5771658868,"Canara Bank Layout, Rajiv Gandhi Nagar, Kodigehalli",Lantana camara,research
60155223,lantana_camara,Lantana,plant,resource,2020-09-20,2020,9,20,264,monsoon,13.0682378889,77.5733248889,"31, Dhanalakshmi Layout, Virupakshapura, Bengaluru, Karnataka 560097, India",Lantana camara,research
61660711,lantana_camara,Lantana,plant,resource,2020-09-27,2020,9,27,271,monsoon,13.1213716944,77.5277253889,"Mavallipura, Karnataka, India",Lantana camara,research
61749569,lantana_camara,Lantana,plant,resource,2020-10-05,2020,10,5,279,post_monsoon,16.8593720673,75.7409441192,"Bijapur, Vijayapura, KA, IN",Lantana camara,research
62784929,lantana_camara,Lantana,plant,resource,2020-10-17,2020,10,17,291,post_monsoon,13.0906079722,77.6072479722,"Basaveshwara Nagar Yelahanka, Nehru Nagar, Bengaluru, Karnataka 560064, India",Lantana camara,research
63155340,lantana_camara,Lantana,plant,resource,2020-10-21,2020,10,21,295,post_monsoon,13.2297096252,77.5450668335,Bisuvanahalli,Lantana camara,research
63806551,lantana_camara,Lantana,plant,resource,2020-10-30,2020,10,30,304,post_monsoon,17.0463043917,75.7527242974,"Bijapur, Vijayapura, KA, IN",Lantana camara,research
63938741,lantana_camara,Lantana,plant,resource,2020-11-01,2020,11,1,306,post_monsoon,16.906795199,75.5722144806,"Bijapur, Vijayapura, KA, IN",Lantana camara,research
64914859,lantana_camara,Lantana,plant,resource,2020-11-15,2020,11,15,320,post_monsoon,13.1332111667,77.5468,"Lingarajapura Near Yelehanka, Bengaluru, KA, IN",Lantana camara,research
65504903,lantana_camara,Lantana,plant,resource,2020-11-24,2020,11,24,329,post_monsoon,16.859505,75.7408616667,"Bijapur, Vijayapura, KA, IN",Lantana camara,research
66730911,lantana_camara,Lantana,plant,resource,2019-12-28,2019,12,28,362,winter,13.4324584113,77.3060365466,"Tumkur, IN-KA, IN",Lantana camara,research
67072746,lantana_camara,Lantana,plant,resource,2020-11-10,2020,11,10,315,post_monsoon,13.0859166667,77.5681194444,"Vignana Kendra, Bengaluru, Karnataka, India",Lantana camara,research
67848926,lantana_camara,Lantana,plant,resource,2021-01-10,2021,1,10,10,winter,16.6199639579,75.513364384,"Bijapur, Vijayapura, KA, IN",Lantana camara,research
68315129,lantana_camara,Lantana,plant,resource,2021-01-19,2021,1,19,19,winter,11.7464276031,76.6889635194,"Chamrajnagar, IN-KA, IN",Lantana camara,research
68316323,lantana_camara,Lantana,plant,resource,2021-01-19,2021,1,19,19,winter,11.8051064573,76.7404795345,"Kandegala, Karnataka, India",Lantana camara,research
68317429,lantana_camara,Lantana,plant,resource,2021-01-19,2021,1,19,19,winter,11.7650158564,76.7374737002,"Kandegala, Karnataka, India",Lantana camara,research
68317977,lantana_camara,Lantana,plant,resource,2021-01-19,2021,1,19,19,winter,11.7351792986,76.7321756668,"Bommalapura, Karnataka 571111, India",Lantana camara,research
68594540,lantana_camara,Lantana,plant,resource,2021-01-25,2021,1,25,25,winter,11.6501975711,76.7301659379,"Chamrajnagar, IN-KA, IN",Lantana camara,research
68757210,lantana_camara,Lantana,plant,resource,2021-01-29,2021,1,29,29,winter,11.6959594097,76.6411278304,"Bandipur, IN-KA-CJ, IN-KA, IN",Lantana camara,research
69365629,lantana_camara,Lantana,plant,resource,2021-02-08,2021,2,8,39,winter,11.7667965917,76.3114547543,"Bandipur, IN-KA-MY, IN-KA, IN",Lantana camara,research
69540126,lantana_camara,Lantana,plant,resource,2021-02-14,2021,2,14,45,winter,13.0234683333,77.5711616667,"CPRI Staff Colony, Mathikere, Bengaluru, Karnataka 560012, India",Lantana camara,research
69758338,lantana_camara,Lantana,plant,resource,2021-02-18,2021,2,18,49,winter,13.0558746912,77.5459373021,"Prestige Wellington Park Road, Bengaluru, KA, IN",Lantana camara,research
69910919,lantana_camara,Lantana,plant,resource,2021-02-21,2021,2,21,52,winter,13.1563542,77.4696593,"Bangalore, IN-KA, IN",Lantana camara,research
70133767,lantana_camara,Lantana,plant,resource,2020-09-22,2020,9,22,266,monsoon,13.3861593078,77.6468248665,"Melekote, Karnataka 561205, India",Lantana camara,research
70303299,lantana_camara,Lantana,plant,resource,2021-02-28,2021,2,28,59,winter,12.2314763954,75.6278289109,"Kodagu, IN-KA, IN",Lantana camara,research
70817058,lantana_camara,Lantana,plant,resource,2021-03-04,2021,3,4,63,pre_monsoon,12.991429882,77.7282181755,"Tower 2, Thigalarapalya, Hoodi, Bengaluru, Karnataka 560067, India",Lantana camara,research
74506164,lantana_camara,Lantana,plant,resource,2021-04-19,2021,4,19,109,pre_monsoon,13.1227436066,77.6084136963,Bengaluru,Lantana camara,research
79256864,lantana_camara,Lantana,plant,resource,2021-05-18,2021,5,18,138,pre_monsoon,12.9705499722,77.745148,"5, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066, India",Lantana camara,research
80074463,lantana_camara,Lantana,plant,resource,2021-05-24,2021,5,24,144,pre_monsoon,13.0749028333,75.00125,"Moodabidri Shirthady Road, Mudbidri, KA, IN",Lantana camara,research
80843098,lantana_camara,Lantana,plant,resource,2021-03-06,2021,3,6,65,pre_monsoon,12.269372,76.611978,"Lingambudhi Lake, Lingambudhi Kere, Ramakrishnanagar, Mysuru, Karnataka 570023",Lantana camara,research
83133636,lantana_camara,Lantana,plant,resource,2021-06-14,2021,6,14,165,monsoon,12.9150945315,77.4696979879,"Kengeri Satellite Town, Bengaluru, Karnataka, India",Lantana camara,research
83756524,lantana_camara,Lantana,plant,resource,2021-06-19,2021,6,19,170,monsoon,12.9150945315,77.4696979879,"Kengeri Satellite Town, Bengaluru, Karnataka, India",Lantana camara,research
84720820,lantana_camara,Lantana,plant,resource,2021-06-20,2021,6,20,171,monsoon,12.8255251,77.0348573,"Huliyurdurga, Karnataka 572123, India",Lantana camara,research
85647766,lantana_camara,Lantana,plant,resource,2021-06-23,2021,6,23,174,monsoon,12.7959941422,77.6315995912,Jigani Lake,Lantana camara,research
85872605,lantana_camara,Lantana,plant,resource,2021-07-05,2021,7,5,186,monsoon,12.9324504997,77.5320636997,"D'souza Nagar, Dwaraka Nagar, Banashankari, Bengaluru, Karnataka 560085, India",Lantana camara,research
86364219,lantana_camara,Lantana,plant,resource,2021-07-10,2021,7,10,191,monsoon,13.09764213,77.57022624,"Purva Venezia, Yelahanka New Town, Bengaluru, Karnataka 560065, India",Lantana camara,research
86519872,lantana_camara,Lantana,plant,resource,2021-07-11,2021,7,11,192,monsoon,12.9244099997,77.5340465997,"Durga Parameshwari Nagar, Bangarappanagar, Hosakerehalli, Bengaluru, Karnataka, India",Lantana camara,research
87353415,lantana_camara,Lantana,plant,resource,2021-07-17,2021,7,17,198,monsoon,12.9717376029,77.8661266342,"114, Anish projects green county, Marasandra, Karnataka 563160, India",Lantana camara,research
87377669,lantana_camara,Lantana,plant,resource,2021-07-17,2021,7,17,198,monsoon,16.8865018516,75.7099055128,"Bhutnal Lake, Bijapur, Karnataka, India",Lantana camara,research
87528476,lantana_camara,Lantana,plant,resource,2021-07-18,2021,7,18,199,monsoon,17.114522,75.723634,"Bijapur, IN-KA, IN",Lantana camara,research
87740185,lantana_camara,Lantana,plant,resource,2021-07-19,2021,7,19,200,monsoon,12.4435082032,75.6992842165,"Madikeri, Kodagu, KA, IN",Lantana camara,research
88389019,lantana_camara,Lantana,plant,resource,2021-07-24,2021,7,24,205,monsoon,12.8507133333,77.7815633333,"B Hosahalli, Bengaluru, KA, IN",Lantana camara,research
88490426,lantana_camara,Lantana,plant,resource,2021-07-24,2021,7,24,205,monsoon,12.8061455422,77.5390222046,"Bengaluru, Karnataka, India",Lantana camara,research
88818241,lantana_camara,Lantana,plant,resource,2021-07-27,2021,7,27,208,monsoon,13.0604558,77.657084,"Koel's Pizzeria Cross, Road, Hanumanthappa Layout, Kyalasanahalli, Bengaluru, Karnataka 560077, India",Lantana camara,research
89155480,lantana_camara,Lantana,plant,resource,2019-08-19,2019,8,19,231,monsoon,13.122776,74.993319,"Sammilan Shetty Butterfly Park, Belvai, Karnataka 574213, India",Lantana camara,research
91270293,lantana_camara,Lantana,plant,resource,2021-08-13,2021,8,13,225,monsoon,12.9150945315,77.4696979879,"Kengeri Satellite Town, Bengaluru, Karnataka, India",Lantana camara,research
91279921,lantana_camara,Lantana,plant,resource,2021-08-14,2021,8,14,226,monsoon,12.9150945315,77.4696979879,"Kengeri Satellite Town, Bengaluru, Karnataka, India",Lantana camara,research
91836000,lantana_camara,Lantana,plant,resource,2021-08-20,2021,8,20,232,monsoon,13.0481087,77.5278821,"2GXH+2GR, Siddhartha Nagar, 2nd Stage, Bengaluru, Karnataka 560058, India",Lantana camara aculeata,research
93964552,lantana_camara,Lantana,plant,resource,2021-09-07,2021,9,7,250,monsoon,12.9325578444,77.5321404833,"D'souza Nagar, Dwaraka Nagar, Banashankari, Bengaluru, Karnataka 560085, India",Lantana camara,research
94401031,lantana_camara,Lantana,plant,resource,2021-09-08,2021,9,8,251,monsoon,14.1880459722,75.274444,"57PG+V6X, Ambaligolla, Karnataka 577214, India",Lantana camara,research
94618414,lantana_camara,Lantana,plant,resource,2021-09-10,2021,9,10,253,monsoon,12.5594229588,76.3632969931,"Hosaagrahara, Karnataka 571601, India",Lantana camara,research
96357041,lantana_camara,Lantana,plant,resource,2021-09-27,2021,9,27,270,monsoon,13.1550273895,77.6379623413,Bengaluru,Lantana camara,research
96458226,lantana_camara,Lantana,plant,resource,2021-09-28,2021,9,28,271,monsoon,13.0263246,77.5631656,"Indian Institute of Science, Mathikere, Bengaluru, Karnataka 560012, India",Lantana camara,research
98585360,lantana_camara,Lantana,plant,resource,2021-10-17,2021,10,17,290,post_monsoon,13.122776,74.993319,"Sammilan Shetty's Buttery Park, Beluvai, Karnataka 574213, India",Lantana camara,research
98786866,lantana_camara,Lantana,plant,resource,2021-10-20,2021,10,20,293,post_monsoon,13.84503333,75.52895333,"Shivamogga, Shivamogga, KA, IN",Lantana camara,research
98787630,lantana_camara,Lantana,plant,resource,2021-10-20,2021,10,20,293,post_monsoon,13.84433667,75.527655,"Shivamogga, Shivamogga, KA, IN",Lantana camara,research
98861113,lantana_camara,Lantana,plant,resource,2021-10-20,2021,10,20,293,post_monsoon,13.0695060138,77.6167428866,8th Cross Road,Lantana camara,research
98909222,lantana_camara,Lantana,plant,resource,2021-10-20,2021,10,20,293,post_monsoon,13.0695060138,77.6167428866,8th Cross Road,Lantana camara,research
98947148,lantana_camara,Lantana,plant,resource,2021-10-22,2021,10,22,295,post_monsoon,14.2357531469,76.4143662527,Bank Colony,Lantana camara,research
98947344,lantana_camara,Lantana,plant,resource,2021-10-22,2021,10,22,295,post_monsoon,14.2357531469,76.4143662527,Bank Colony,Lantana camara,research
98947500,lantana_camara,Lantana,plant,resource,2021-10-22,2021,10,22,295,post_monsoon,14.2357531469,76.4143662527,Bank Colony,Lantana camara,research
98947521,lantana_camara,Lantana,plant,resource,2021-10-22,2021,10,22,295,post_monsoon,14.2357531469,76.4143662527,Bank Colony,Lantana camara,research
98947528,lantana_camara,Lantana,plant,resource,2021-10-22,2021,10,22,295,post_monsoon,14.2357531469,76.4143662527,"6CP7+7PX, Bank Colony, Chitradurga, Karnataka 577502, India",Lantana camara,research
99107094,lantana_camara,Lantana,plant,resource,2021-10-23,2021,10,23,296,post_monsoon,13.119738,77.586433,"Bangalore, Karnataka, India",Lantana camara,research
99107096,lantana_camara,Lantana,plant,resource,2021-10-23,2021,10,23,296,post_monsoon,13.119741,77.586437,"Bangalore, Karnataka, India",Lantana camara,research
99939884,lantana_camara,Lantana,plant,resource,2021-11-01,2021,11,1,305,post_monsoon,13.0836016667,77.5395333333,"Bengaluru, Karnataka 560097, India",Lantana camara,research
100308386,lantana_camara,Lantana,plant,resource,2021-11-05,2021,11,5,309,post_monsoon,12.2935583321,76.5740945095,"Kemmannupura, Karnataka 570026, India",Lantana camara,research
103511191,lantana_camara,Lantana,plant,resource,2021-12-15,2021,12,15,349,winter,12.5712413283,75.6390780373,"Kodagu, IN-KA, IN",Lantana camara,research
103632112,lantana_camara,Lantana,plant,resource,2021-12-15,2021,12,15,349,winter,12.5086564398,75.6125944894,"Kodagu, IN-KA, IN",Lantana camara,research
103632124,lantana_camara,Lantana,plant,resource,2021-12-15,2021,12,15,349,winter,12.4098731382,75.7380661481,"Kodagu, IN-KA, IN",Lantana camara,research
104635996,lantana_camara,Lantana,plant,resource,2022-01-09,2022,1,9,9,winter,12.2626994217,76.5676205815,"Muganahundi, Mysore Dt",Lantana camara,research
106951377,lantana_camara,Lantana,plant,resource,2022-02-18,2022,2,18,49,winter,13.7328714,75.6341858,"PJMM+4MR, Malligenahalli, Karnataka 577115, India",Lantana camara,research
111373774,lantana_camara,Lantana,plant,resource,2022-04-14,2022,4,14,104,pre_monsoon,14.2588096605,75.6573566794,"Karnataka 577217, India",Lantana camara,research
112021341,lantana_camara,Lantana,plant,resource,2022-04-18,2022,4,18,108,pre_monsoon,12.0485329,76.1531401,"Nagarahole Tiger Reserve Forest Campus, Old BM Rd, Hunsur, Karnataka 571105, India",Lantana camara,research
119204273,lantana_camara,Lantana,plant,resource,2022-05-29,2022,5,29,149,pre_monsoon,12.8237901511,77.7341317903,"Muthanallur Amanikere, Karnataka, India",Lantana camara,research
119709660,lantana_camara,Lantana,plant,resource,2022-06-01,2022,6,1,152,monsoon,12.3008643882,76.677831933,"Vihara Marg, Mysuru, KA, IN",Lantana camara,research
120415621,lantana_camara,Lantana,plant,resource,2022-04-04,2022,4,4,94,pre_monsoon,13.5494673209,77.6577204488,"Yerramaranahalli, Karnataka, India",Lantana camara,research
120417226,lantana_camara,Lantana,plant,resource,2022-04-04,2022,4,4,94,pre_monsoon,13.3719195915,77.6853787131,"Nandi Hills, Karnataka, India",Lantana camara,research
121094308,lantana_camara,Lantana,plant,resource,2022-06-10,2022,6,10,161,monsoon,12.8485166667,77.777345,"Bikkanahalli Main Road, Bengaluru, KA, IN",Lantana camara,research
121225902,lantana_camara,Lantana,plant,resource,2022-06-10,2022,6,10,161,monsoon,12.9714785136,77.5945626944,Bangalore,Lantana camara,research
123241222,lantana_camara,Lantana,plant,resource,2022-06-24,2022,6,24,175,monsoon,12.8759790969,77.5187108293,"VGG9+C99, Pavamanapura, Bengaluru, Karnataka 560062, India",Lantana camara,research
123361682,lantana_camara,Lantana,plant,resource,2022-06-25,2022,6,25,176,monsoon,12.2732852954,76.670743525,Chamundi Hill,Lantana camara,research
123401601,lantana_camara,Lantana,plant,resource,2022-06-25,2022,6,25,176,monsoon,12.3051930163,76.6603188259,"Ittige Gudu, Mysuru, Karnataka 570010, India",Lantana camara,research
123796981,lantana_camara,Lantana,plant,resource,2022-06-25,2022,6,25,176,monsoon,13.0685111111,77.5815166667,"Orchids The International School 1, Orchids The International School 1, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560092, India",Lantana camara,research
124578377,lantana_camara,Lantana,plant,resource,2022-07-03,2022,7,3,184,monsoon,12.6722055556,76.6540833333,"Kadalagere, Karnataka 571431, India",Lantana camara,research
124578414,lantana_camara,Lantana,plant,resource,2022-07-03,2022,7,3,184,monsoon,12.684,76.6927,"Sreeraghurampura, Karnataka 571431, India",Lantana camara,research
124959904,lantana_camara,Lantana,plant,resource,2022-07-05,2022,7,5,186,monsoon,12.26776025,76.6132049444,"7J98+PF3, near Lingambudhi Lake, Lingambudhi Kere, Srirampura, Mysuru, Karnataka 570023, India",Lantana camara,research
125576683,lantana_camara,Lantana,plant,resource,2022-07-10,2022,7,10,191,monsoon,13.310328,77.7103818,"Devanahally, Karnataka 562110, India",Lantana camara,research
126219952,lantana_camara,Lantana,plant,resource,2022-07-11,2022,7,11,192,monsoon,12.9715987,77.5945627,"Bengaluru, Karnataka, India",Lantana camara,research
126634096,lantana_camara,Lantana,plant,resource,2022-07-17,2022,7,17,198,monsoon,12.8515383333,77.77977,"Bikkanahalli Main Road, Bengaluru, KA, IN",Lantana camara,research
127331300,lantana_camara,Lantana,plant,resource,2022-07-22,2022,7,22,203,monsoon,12.2880414563,76.6157282558,"Ramakrishnanagar, Mysuru, Karnataka, India",Lantana camara,research
127680140,lantana_camara,Lantana,plant,resource,2022-07-24,2022,7,24,205,monsoon,12.3292029722,76.7281409722,"Hanchya, Karnataka 570019, India",Lantana camara,research
127680175,lantana_camara,Lantana,plant,resource,2022-07-24,2022,7,24,205,monsoon,12.3292029722,76.7281409722,"Hanchya, Karnataka 570019, India",Lantana camara,research
128591260,lantana_camara,Lantana,plant,resource,2022-07-30,2022,7,30,211,monsoon,12.9077256944,77.5979894722,"Bangalore, IN-KA, IN",Lantana camara,research
131161245,lantana_camara,Lantana,plant,resource,2022-08-17,2022,8,17,229,monsoon,13.1083195614,77.5735958712,"5th Main Road, Bengaluru, KA, IN",Lantana camara,research
132547881,lantana_camara,Lantana,plant,resource,2022-08-21,2022,8,21,233,monsoon,13.6963194167,77.6481569167,"Sabbanahalli, Karnataka, India",Lantana camara aculeata,research
132551930,lantana_camara,Lantana,plant,resource,2022-08-21,2022,8,21,233,monsoon,13.7006140833,77.6464914167,"Chikballapura, IN-KA, IN",Lantana camara aculeata,research
132759259,lantana_camara,Lantana,plant,resource,2022-07-20,2022,7,20,201,monsoon,13.1200779722,77.5358109722,"Jarakbandekaval, Karnataka, India",Lantana camara,research
132797216,lantana_camara,Lantana,plant,resource,2022-08-19,2022,8,19,231,monsoon,15.3172775,75.7138884,"Karnataka, India",Lantana camara,research
136681952,lantana_camara,Lantana,plant,resource,2022-01-02,2022,1,2,2,winter,13.1721226944,77.5965060833,"5H9W+PMV Stonehill International School Auditorium, Bengaluru, Karnataka 562157, India",Lantana camara,research
136682009,lantana_camara,Lantana,plant,resource,2022-01-02,2022,1,2,2,winter,13.1720406944,77.5939379722,"5H9W+PMV Stonehill International School Auditorium, Bengaluru, Karnataka 562157, India",Lantana camara,research
137027542,lantana_camara,Lantana,plant,resource,2022-09-30,2022,9,30,273,monsoon,12.9932722222,77.4008,"Bengaluru, Karnataka 562162, India",Lantana camara,research
137109301,lantana_camara,Lantana,plant,resource,2022-10-01,2022,10,1,274,post_monsoon,13.0701611111,77.5856333333,"Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka, India",Lantana camara,research
137109328,lantana_camara,Lantana,plant,resource,2022-10-01,2022,10,1,274,post_monsoon,13.070529,77.5838109722,"3HCM+5G3, Nti Layout, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560097, India",Lantana camara,research
137484393,lantana_camara,Lantana,plant,resource,2022-10-02,2022,10,2,275,post_monsoon,13.0807833333,77.5653444444,"3HJ8+27P, Vignana Kendra, Bengaluru, Karnataka 560065, India",Lantana camara,research
137625961,lantana_camara,Lantana,plant,resource,2022-10-01,2022,10,1,274,post_monsoon,12.8286563,77.5133909,"Yagnashala, Bengaluru, Karnataka 560082, India",Lantana camara,research
